method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
Selective bandit,keyword_compress,5a7716ee55429937353601cc,What US Airways pilot famously made an emergency landing on the Hudson River and went on to become an Aviation and Safety Expert for CBS News?,1.0,1.0,0.9197207891481876,0.0,1,16,1.5,us airways pilot famously made emergency landing hudson river went become aviation safety expert cbs news,Chesley Sullenberger | 2007–08 CBS News writers strike | Sully (film) | Emergency Landing (1941 film) | Pet Emergency Management,Chesley Sullenberger | Sully (film)
Selective bandit,keyword_compress,5ab9988b554299131ca4238e,"Who is the American actress that stars in the movie ""Innocesnce"" and is best known for her role as Alexandra Cabot in a long-running NBC series?",0.5,1.0,0.6131471927654584,0.0,1,14,1.0,american actress stars movie innocesnce best known role alexandra cabot long running nbc series,Stephanie March | Matthew Perry | Tempestt Bledsoe | Conviction (2006 TV series) | S. Epatha Merkerson,Innocence (2013 film) | Stephanie March
Selective bandit,keyword_compress,5ae780a55542997b22f6a79f,What was the fort renamed in which the English abandoned to move to a fort located atop State Street Hill?,1.0,1.0,1.0,0.0,1,11,1.5,fort renamed english abandoned move fort located atop state street hill,Fort Frederick (Albany) | Fort Orange (New Netherland) | Bhujia Fort | Fort Dansborg | Fort Duffield,Fort Frederick (Albany) | Fort Orange (New Netherland)
Selective bandit,keep,5a8dd5f955429917b4a5bcc7,"Other than racing, what sport does the 1998 champion of the Toyota GRand Prix practice?",0.5,1.0,0.6131471927654584,0.0,1,15,1.0,"Other than racing, what sport does the 1998 champion of the Toyota GRand Prix practice?",1998 Toyota Grand Prix of Long Beach | 2006 Toyota Grand Prix of Long Beach | 2017 Toyota Grand Prix of Long Beach | 2014 Toyota Grand Prix of Long Beach | 2013 Toyota Grand Prix of Long Beach,1998 Toyota Grand Prix of Long Beach | Alex Zanardi
Selective bandit,keep,5abe9c1a5542993f32c2a183,Who was a species of Alerce tree native to the Andes mountains named after?,0.5,1.0,0.6131471927654584,0.0,1,14,1.0,Who was a species of Alerce tree native to the Andes mountains named after?,Fitzroya | Los Andes Peruvian University | Nando Parrado | Zebrawood | Tillandsia,Alerce | Fitzroya
Selective bandit,keep,5a8f73455542997ba9cb3269,At which public research university founded in 1881 Ralph Fielding served as the head football coach?,1.0,1.0,1.0,0.0,1,16,1.5,At which public research university founded in 1881 Ralph Fielding served as the head football coach?,University of Texas at Austin | Ralph Hutchinson | Ted Karras Jr. | University of Aberdeen | Elton Wieman,Ralph Hutchinson | University of Texas at Austin
Selective bandit,keyword_compress,5ae3789b5542992e3233c412,Riom Trial was headed by the French general who reached what distinction?,1.0,1.0,1.0,0.0,1,7,1.5,riom trial headed french general reached distinction,Riom Trial | Philippe Pétain | Jean-de-Dieu Soult | Louis-Michel Letort de Lorville | Jean Colin (general),Philippe Pétain | Riom Trial
Selective bandit,keyword_compress,5abd68d655429933744ab7c0,Were Dee Dee Ramone and Ben Weasel ever in the same band?,0.5,1.0,0.6131471927654584,0.0,1,8,1.0,dee dee ramone ben weasel ever same band,Ben Weasel | Chelsea Horror Hotel | Youth Gone Mad Featuring Dee Dee Ramone | Dee Dee Ramone and the Chinese Dragons | The Ramainz,Ben Weasel | Dee Dee Ramone
Selective bandit,keyword_compress,5abdf7055542993f32c2a06c,What is the population of the city as of the 2010 Census where the band Quincy Mumford & The Reason Why is based?,0.5,1.0,0.6131471927654584,0.0,1,9,1.0,population city 2010 census band quincy mumford reason based,"Quincy Mumford | Quincy, Florida | Quincy, Illinois | La Grange, Missouri | La Belle, Missouri","Asbury Park, New Jersey | Quincy Mumford"
Selective bandit,keyword_compress,5ae074aa5542993d6555eb54,Are Ash Lieb and Elswyth Thane both artists?,1.0,1.0,0.8772153153380493,0.0,1,6,1.5,ash lieb elswyth thane both artists,Elswyth Thane | Tryst (novel) | Oliver Lieb | Ash Lieb | Suresh Kashinath Haware,Ash Lieb | Elswyth Thane
Selective bandit,keep,5ab8524f5542990e739ec8c4,"William Hodges visited a polar region as part of a voyage, the region is how big?",1.0,1.0,0.8503449055347546,0.0,1,16,1.5,"William Hodges visited a polar region as part of a voyage, the region is how big?",William Hodges | British Marine Art (Romantic Era) | Vastitas Borealis | Fort Conger | Antarctic,Antarctic | William Hodges
Selective bandit,keep,5ae76c625542997ec272763e,"Which founder of Alcatraz East was born on March 31, 1956?",1.0,1.0,1.0,0.0,1,11,1.5,"Which founder of Alcatraz East was born on March 31, 1956?",Alcatraz East | John Morgan (lawyer) | David M. Granger | Jay Rock | List of people influenced by Selena,Alcatraz East | John Morgan (lawyer)
Selective bandit,keyword_compress,5a89e0ec5542992e4fca8427,What philosophical system did the author of a novel about Howard Roark develop?,1.0,1.0,0.9197207891481876,0.0,1,8,1.5,philosophical system author novel about howard roark develop,The Fountainhead | Roark Capital Group | Ayn Rand | Encyclopedia of the Philosophical Sciences | Non-possession,Ayn Rand | The Fountainhead
Selective bandit,keyword_compress,5a8ec3205542995a26add506,Does Dashboard Confessional have more members than World Party?,1.0,1.0,0.8503449055347546,0.0,1,7,1.5,dashboard confessional more members than world party,World Party | Seville (band) | Jay Orpin | Don't Wait (Dashboard Confessional song) | Dashboard Confessional,Dashboard Confessional | World Party
Selective bandit,keyword_compress,5ae3263455429928c4239634,"On November 2, 2010, John Spratt lost to an AMerican politician who served in the South Carolina General Assembly from 2007 until when?",1.0,1.0,1.0,0.0,1,15,1.5,november 2 2010 john spratt lost american politician served south carolina general assembly 2007 until,John Spratt | Mick Mulvaney | North Carolina General Assembly of 2011–12 | Mickey Michaux | Francis Osborne (North Carolina politician),John Spratt | Mick Mulvaney
Selective bandit,decompose,5ac300905542996773102682,Devilment finally found a stable vocalist in the founding member of which band?,1.0,0.5,0.6240505200038379,0.1,2,8,1.15,devilment finally found stable || vocalist founding member band,I Finally Found My Way | Devilment | Jonas Renkse | Ronnie Radke | Dani Filth,Dani Filth | Devilment
Selective bandit,keep,5a8a2d2155429930ff3c0cdc,House of Many Ways is a young adult fantasy novel set in the same world as a novel that was adapted as an animated film of the same name and nominated for what?,1.0,1.0,1.0,0.0,1,33,1.5,House of Many Ways is a young adult fantasy novel set in the same world as a novel that was adapted as an animated film of the same name and nominated for what?,House of Many Ways | Howl's Moving Castle | The Circle (novel) | Castle in the Air (novel) | Un Lun Dun,House of Many Ways | Howl's Moving Castle
Selective bandit,keep,5a7eb9f355429934daa2fc53,The St. Louis Bay Bridge runs between Bay St. Louis and a city in what county?,0.5,1.0,0.6131471927654584,0.0,1,16,1.0,The St. Louis Bay Bridge runs between Bay St. Louis and a city in what county?,St. Louis Bay Bridge | MacArthur Bridge (St. Louis) | Bay St. Louis station | Bay of Saint Louis | Streetcars in St. Louis,"Pass Christian, Mississippi | St. Louis Bay Bridge"
Selective bandit,keyword_compress,5a7d2b2b5542995ed0d1661b,"What concert hall is located on the northern edge or South Kensington, London, and had songs chosen from a number of concerts there?",1.0,1.0,1.0,0.0,1,13,1.5,concert hall located northern edge south kensington london songs chosen number concerts there,"Royal Albert Hall | Live Wood | Gothenburg Concert Hall | Embassy of Iran, London | Earl's Court",Live Wood | Royal Albert Hall
Selective bandit,keyword_compress,5a83438955429966c78a6b61,The owner of radio station KWPW has the same name as an American character actor. What is it?,1.0,0.5,0.6934264036172708,0.0,1,9,1.25,owner radio station kwpw same name american character actor,Al Lewis (actor) | Bill McCutcheon | KWPW | KAND | Q101 Chicago,Bill McCutcheon | KWPW
Selective bandit,keyword_compress,5add26075542994ed6169c9c,What public radio network in New York has allowed Eric Plakun to dis his psychiatric work?,1.0,1.0,0.9197207891481876,0.0,1,11,1.5,public radio network new york allowed eric plakun dis psychiatric work,Eric Plakun | New Jersey Network | WAMC | WPPR | Minnesota Public Radio,Eric Plakun | WAMC
Selective bandit,keep,5ac41ca75542991943173919,How large of the area is the nature reserve south of Seacroft Esplanade?,0.5,1.0,0.6131471927654584,0.0,1,13,1.0,How large of the area is the nature reserve south of Seacroft Esplanade?,"Seacroft, Lincolnshire | Kiehnmoor | Pù Luông Nature Reserve | Baikal Nature Reserve | Gibraltar Nature Reserve","Gibraltar Point | Seacroft, Lincolnshire"
Selective bandit,entity_expand,5ab56200554299494045ef88,Which Olympic game featured Boules and happened right before medals started to be awarded?,1.0,1.0,1.0,0.02,1,12,1.48,Which Olympic Boules olympic game featured happened right before medals started awarded,Boules at the 1900 Summer Olympics | Summer Olympic Games | Australia women's national field hockey team | We'll Be One | Sweden at the Olympics,Boules at the 1900 Summer Olympics | Summer Olympic Games
Selective bandit,keyword_compress,5a8e2ba05542995085b373b8,Are the libretto of Tristan und Isolde and Ariane et Barbe-bleue in the same language?,1.0,1.0,0.9197207891481876,0.0,1,10,1.5,libretto tristan und isolde ariane et barbe bleue same language,Ariane et Barbe-bleue | Paul Dukas | Tristan und Isolde | Tristan chord | Georgette Leblanc,Ariane et Barbe-bleue | Tristan und Isolde
Selective bandit,keyword_compress,5a8a12ae5542992d82986e92,"Though one castle is on an Isle and the other on a ridge, what to they share in common regarding their locations? ",0.5,0.3333333333333333,0.3065735963827292,0.0,1,11,0.6666666666666666,though one castle isle other ridge they share common regarding locations,Mini-ITX | Ethernet Exchange | Dalcross Castle | Naseeha | Rhamphorhynchoidea,Dalcross Castle | Kilcoy Castle
Selective bandit,keep,5a879ba55542993e715abfc3,"Which director had the longest career, Alain Resnais or Scott Sidney?",1.0,1.0,0.9197207891481876,0.0,1,11,1.5,"Which director had the longest career, Alain Resnais or Scott Sidney?",Scott Sidney | Muriel (film) | Alain Resnais | Life of Riley (2014 film) | Julián Hernández (filmmaker),Alain Resnais | Scott Sidney
Selective bandit,keyword_compress,5ac2a3c7554299218029dadb,"Which genus has more species in it, Othonna or Stangeria?",1.0,0.5,0.6509209298071326,0.0,1,5,1.25,genus more species othonna stangeria,Othonna capensis | Stangeria | Stangeriaceae | Othonna,Othonna | Stangeria
Selective bandit,keyword_compress,5a79a26d554299029c4b5f63,"The founder of The Covenant, The Sword, and the Arm of the Lord is a close associate of what man responsible for the Oklahoma City bombing?",0.5,1.0,0.6131471927654584,0.0,1,12,1.0,founder covenant sword arm lord close associate man responsible oklahoma city bombing,James Ellison (polygamist) | History of Oklahoma City | Oklahoma City National Memorial | Jayna Davis | Oklahoma City bombing,James Ellison (polygamist) | Timothy McVeigh
Selective bandit,keyword_compress,5abbd3b4554299642a094b4f,What sort of dog did the same man who cared for the living gift that Martin Bormann gave Hitler have?,0.5,1.0,0.6131471927654584,0.0,1,11,1.0,sort dog same man cared living gift martin bormann gave hitler,Blondi | Enabling Act of 1933 | Martin Adolf Bormann | Martin Bormann | Albert Bormann,Blondi | Fritz Tornow
Selective bandit,keep,5ab615cf554299488d4d9aa3,"Dawn Lake described the star of ""I Love Lucy"" as what?",1.0,1.0,1.0,0.0,1,11,1.5,"Dawn Lake described the star of ""I Love Lucy"" as what?",Dawn Lake | Lucille Ball | Colt Buntline | Richard Keith (actor) | Ricky Ricardo Jr.,Dawn Lake | Lucille Ball
Selective bandit,keyword_compress,5ae4932855429970de88d9b8,Which  American chain of bakery-café fast casual restaurants sponsored Bill Steers Men's 4-Miler,1.0,1.0,1.0,0.0,1,14,1.5,american chain bakery caf fast casual restaurants sponsored bill steers men s 4 miler,Bill Steers Men's 4-Miler | Panera Bread | William D. Steers | 4 Fingers Crispy Chicken | Aladdin's Eatery,Bill Steers Men's 4-Miler | Panera Bread
Selective bandit,keyword_compress,5addd6045542997dc7907049,"Between the Riddlers Revenge and the Green Lantern, which stand-up roller coaster stands tallest?",1.0,1.0,1.0,0.0,1,11,1.5,between riddlers revenge green lantern stand up roller coaster stands tallest,Green Lantern (Six Flags Great Adventure) | The Riddler's Revenge | Green Lantern Coaster | Katun (roller coaster) | Green Lantern (comic book),Green Lantern (Six Flags Great Adventure) | The Riddler's Revenge
Selective bandit,keyword_compress,5a81d1f0554299676cceb0ee,"Which part of Handel's Messiah covers the birth of a child who, according to the gospels of Luke and Matthew, was born in Bethlehem?",1.0,1.0,0.8503449055347546,0.0,1,13,1.5,part handel s messiah covers birth child according gospels luke matthew born bethlehem,Nativity of Jesus | Return of the family of Jesus to Nazareth | Messiah Part III | Messiah Part I | Messiah Part II,Messiah Part II | Nativity of Jesus
Selective bandit,keep,5abfb3425542990832d3a1c0,Andrew Jaspan was the co-founder of what not-for-profit media outlet?,0.5,1.0,0.6131471927654584,0.0,1,10,1.0,Andrew Jaspan was the co-founder of what not-for-profit media outlet?,Andrew Jaspan | 14ymedio | Advice column | EvidenceNetwork.ca | State media,Andrew Jaspan | The Conversation (website)
Selective bandit,keyword_compress,5a75e29f5542992d0ec0600c,"What Actor whose birth name was Charles Dennis Buchinsky, was part of the Leslie Nielsen comedy?",1.0,1.0,1.0,0.0,1,10,1.5,actor birth name charles dennis buchinsky part leslie nielsen comedy,Allan A. Goldstein | Charles Bronson | Going On (play) | Jack Bloomfield | Ryō Horikawa,Allan A. Goldstein | Charles Bronson
Selective bandit,keyword_compress,5adfffe755429925eb1afbd1,What was Mary Edna González sexuality? ,0.5,1.0,0.6131471927654584,0.0,1,5,1.0,mary edna gonz lez sexuality,Mary González | Mary Jane Sherfey | Michael and Mary | The Making of Maddalena | Mark Bin Bakar,Mary González | Pansexuality
Selective bandit,keyword_compress,5ae1e22a5542997f29b3c160,"The role of ""Celene"" in the film ""Walk All over Me"" was played by an actress that voices what role in the ""Starcraft 2"" triolgy?",0.5,1.0,0.6131471927654584,0.0,1,14,1.0,role celene film walk all over me played actress voices role starcraft 2 triolgy,Walk All over Me | Walk of the Stars | Max Charles | Atsuko Tanaka (voice actress) | James Harper (actor),Tricia Helfer | Walk All over Me
Selective bandit,keyword_compress,5a8fb5905542997ba9cb32f6,The Party Machine with Nia Peeples was executive produced by the talk show host whose show originally ran during what time period?,1.0,1.0,0.9197207891481876,0.0,1,15,1.5,party machine nia peeples executive produced talk show host show originally ran during time period,The Party Machine with Nia Peeples | Hollywood on Television | Arsenio Hall | It's a Miracle (TV series) | Ricki Lake,Arsenio Hall | The Party Machine with Nia Peeples
